# setID,BGC_sigmaPaPOC,BGC_sigmaPaCa,BGC_sigmaPaOp,BGC_sigmaPaDu,BGC_sigmaPaNeph,BGC_sigmaThPOC,BGC_sigmaThCa,BGC_sigmaThOp,BGC_sigmaThDu,BGC_sigmaThNeph
1000,0.0130807163428846,0.0761734032659248,0.3699495119278052,0.0348634215615281,0.0427835198000294,0.006296006096913,8.126240552485928,0.3098050182391181,0.0211372396078334,0.0140634487999322
1001,0.0355299147245403,0.3619668475550781,0.1316758654871576,0.0165460603430009,0.004776623210518,0.1226683065547563,3.4258385881694218,0.250690849469488,0.0185676614639305,0.1069450862556276
1002,0.0347000129667743,0.221953956842869,0.1753468213309825,0.0132393652259758,0.0554451382576583,0.0443300196448886,6.706540570597345,0.3330612251513231,0.0750726099746456,0.1016996388919797
1003,0.0215193936488373,0.4666964904152371,0.0142810959833544,0.0290045689066835,0.0099077172709801,0.1174591948442177,12.057479016902452,0.1956268011798523,0.0356460468657038,0.0091583269660767
1004,0.0170899033928766,0.2778810662153014,0.2043151886549426,0.0530380131948808,0.0171965989455191,0.1539908800138985,13.700562698642411,0.2756413644189968,0.0926468985847953,0.0325174645916619
1005,0.0279827422948026,0.3816153927774713,0.3648607382913648,0.0094944489160391,0.0554210823701492,0.0382401112014487,3.240691748333009,0.0439298744685961,5.501727983047105e-06,0.0356448326256383
1006,0.0339596353186583,0.0763186328251112,0.2868439059462638,0.0021794503804989,0.0404456427256622,0.2275323555018539,15.05657984192242,0.2073992380173872,0.0876958929233052,0.106800481056357
1007,0.0350648930403696,0.3256078466922417,0.0920928223051013,0.0107339020399162,0.0159746834690503,0.0666284989368221,15.560219814789372,0.2129921784864802,0.005769400762726,0.0785215421297701
1008,0.0076866403321144,0.1275425953495684,0.2065593154471018,0.0053897266044966,0.0382623543710091,0.0249977059999553,8.745340619977673,0.0800412546809136,0.0698721098881703,0.0897528284526563
1009,0.0102952082446131,0.0867256830367365,0.060052748046904,0.0177072214756109,0.0485577058257232,0.0405782130012671,5.858556674830288,0.3818799251879669,0.0328388067024611,0.0212938336056275
1010,0.0044684200958048,0.186386683101365,0.0288981686409083,0.0437674831075046,0.0160257967604583,0.1973525466809809,13.584572806966598,0.1047956882711841,0.0862976006277438,0.105558377985982
1011,0.0252536877802767,0.4676903413111765,0.2746328162962899,0.0453537676155744,0.0122851059524825,0.0505800617343078,1.25037845924,0.33384029606794,0.0559588188263526,0.0218640758972535
1012,0.018973412990526,0.4267418442934885,0.2060036526659222,0.0374602777952387,0.005176751911138,0.0028447118275445,1.354719327672436,0.3435432896433178,0.0193033814150012,0.1097269558479576
1013,0.0379837039479653,0.3551070151980576,0.3039550882252029,0.005837852032352,0.0371666917412176,0.0700706941401465,11.950718210388056,0.266840071251298,0.078523476189983,0.0178325474805477
1014,0.0385127647664003,0.3946654714801843,0.3689247970521507,0.031009866443444,0.0278543689589658,0.196739520006321,5.274122633887593,0.3023853321742025,0.1053453418816886,0.0153036519786692
1015,0.0072700330456726,0.0430396457474226,0.3660727534963872,0.0107907413460676,0.0056034341147731,0.23697832252669,6.370708118310346,0.1520148525102236,0.0006728803267255,0.0894775148415023
1016,0.0250387225975762,0.1768723286319372,0.4367187393431483,0.0367262833158798,0.0154084583748572,0.0592370292172724,5.534069914041547,0.3554436430931625,0.0256849467391948,0.0075561481180075
1017,0.0236391066999162,0.1199911034154475,0.4382387759612217,0.025911903496413,0.0117114068726064,0.0934556600595801,2.713208757581945,0.3176039374841931,0.0899198536157885,0.0529981118589975
