# setID,﻿BGC_PaThWs,BGC_PaDesConst,BGC_ThDesConst,BGC_sigmaPaPOC,BGC_sigmaPaCa,BGC_sigmaPaOp,BGC_sigmaPaDu,BGC_sigmaPaNeph,BGC_sigmaThPOC,BGC_sigmaThCa,BGC_sigmaThOp,BGC_sigmaThDu,BGC_sigmaThNeph
1000,2262.4925740734034,2.4806188766659014,2.822233385742412,0.192662979305085,21.54764140898607,8.735169013364564,0.15989739225656,0.0316382073596314,1.1340523761770651,74.24487455216556,9.971931515808068,0.4086944460041555,0.1602392542158209
1001,604.3071235409976,0.9841069999715892,2.473294283191708,2.427752891277648,22.77585102839406,28.99156766180277,0.0946340533129191,0.0240890348809909,0.2890235149580993,80.75669771799528,12.234825114298577,0.1950580371208542,0.1661609093259305
1002,4698.155098166814,1.346087997809032,1.1134355671468414,0.4765838574369659,38.47924689583701,67.22195057523345,0.1082191334348571,0.0720557992667178,1.1656819727865495,41.60036110070839,3.6457478322722703,0.5638142941753668,0.1300912436269824
1003,945.7499888906092,2.730904016077929,3.869044441753191,0.2512627622927521,23.3143957620419,25.70995220604602,0.0500790634071534,0.0120368598840051,2.6806476790193554,64.26016607815566,8.134153041617768,0.587768682488661,0.1047689875294659
1004,1423.355182039963,0.6675007146402562,3.9405594380162174,0.6300408545716213,9.37423875903776,8.31995625887648,0.1051911937218121,0.0051684346252579,2.015656946207576,75.28441779195727,7.728612765942937,0.3071181916938669,0.2939471278383496
1005,2766.104987938757,1.3443387405622094,4.830714643608858,0.0126412397997792,12.056414563502871,44.94793135475034,0.115544230365906,0.0347232133616373,0.9026295401287512,83.68794440579263,2.8819321808273104,0.5499151144631794,0.1244188817992291
1006,3641.671741628994,2.529580199545053,4.496541522334017,0.4015405857735163,2.468575863134338,79.02848709533392,0.0607009401374591,0.0416972018442739,0.0715859422802333,37.96911395908051,13.579693960045043,0.5579904069610695,0.0742627279738229
1007,3301.807455986148,1.8831817413863083,4.594157621108136,2.527259372274467,1.3307305896453825,45.727451879682334,0.0471642746916616,0.0031257682289335,0.1404840259933316,60.27814150608172,3.821118861597867,0.1930567529568501,0.1801523493316978
1008,2453.705309791957,2.836348830119065,2.476477838398698,2.43928078798951,36.98092336412185,79.34394057785335,0.0688308346696442,0.0587348787739922,0.329953259093378,98.18860978559776,13.1260275773382,0.5741040264200384,0.1678847606656471
1009,3187.983261641331,4.663215152870789,1.1037252926834764,1.9557468490496923,2.6499235706526405,56.473842634012485,0.1305234599729779,0.0323346802660797,0.1592269886455392,17.56592368618008,4.459708888215947,0.2908052675563464,0.0387386339220184
1010,4318.875674553467,1.2767711485363995,2.5330146183703977,1.7754252974169142,15.723623396396688,31.498366303966044,0.1343380515551843,0.0501926129647589,2.3646630594972358,20.8915251180792,8.25940030507093,0.1881870121634465,0.1076654581322906
