# setID,BGC_sigmaPaPOC,BGC_sigmaPaCa,BGC_sigmaPaOp,BGC_sigmaPaDu,BGC_sigmaPaNeph,BGC_sigmaThPOC,BGC_sigmaThCa,BGC_sigmaThOp,BGC_sigmaThDu,BGC_sigmaThNeph
1000,0.0416638886138722,0.0276937096244408,0.0036184294339308,0.025604960404533,0.0075002453909741,0.1715621625368202,0.1081538145960653,0.1842502118360879,0.0079542832847163,0.079775755831109
1001,0.0327767316252949,0.0095519782564609,0.0915713238247039,0.0091715850172173,0.0075816957666757,0.0587839386980218,0.3676277402002834,0.1101474547148885,0.118523452843315,0.0012032128358035
1002,0.0302400019731633,0.0541817676018765,0.1798398927032322,0.0223188797192358,0.0209604438743038,0.1345421078951578,1.7162273947758528,0.1307257495952219,0.1034573921925989,0.0456422637820064
1003,0.0110252737699791,0.0648171772437199,0.0062397639361057,0.0348784417629132,0.0517472491283375,0.2352807355704999,1.8070281211205157,0.076880242233575,0.1187011096061837,0.0549470536654465
1004,0.0304623655289552,0.0078519718052834,0.1493463181419994,0.0033793265515433,0.0023120971349014,0.0428843848294059,0.3326464907698712,0.2134074176595257,0.0346876362022577,0.0998544568635693
1005,0.0385028739274959,0.0642065937815174,0.0862358832085786,0.0283325375027945,0.0428319598615102,0.1244125555829263,1.4981362067217248,0.2280413221830531,0.1168073449276247,0.075314548671021
1006,0.0179759229530333,0.049725134164674,0.0672631761915792,0.0539558261407064,0.0059997063734465,0.1298350121993033,1.7070135632558696,0.1783305486968367,0.0961156006710033,0.0954962581969709
1007,0.0434820108874326,0.0391879341344484,0.1304310350272519,0.0406927278024993,0.0039147387645489,0.1996281027515709,0.94203133261214,0.1160508554937678,0.042331780044436,0.0007333067699087
1008,0.0189195192422808,0.0365126941053263,0.1494226490698553,0.0014070195814635,0.0239035141816815,0.0452759858235859,1.095382284529598,0.1599887150931457,0.0090682577238448,0.1030051385441016
1009,0.0123101776624661,0.0324701203299074,0.0420482700888557,0.0248431969919576,0.0119829841034497,0.1902073182481755,0.1889643796210298,0.1560675110462271,0.0162889075587035,0.1088066746706404
1010,0.0204585312939844,0.0491633655248,0.1655841402255095,0.0107492779371828,0.001150500014067,0.2674976776817876,1.2215253065311138,0.2110514762199871,0.1047081215539102,0.0287228956267924
1011,0.020200119961173,0.0222964675902548,0.1244871091412963,0.0012650091597892,0.0343240842975979,0.0815182121387309,1.421017352906312,0.0972451422338839,0.0908363834677147,0.0071569644658339
1012,0.0392785749415338,0.0036837838576524,0.1677895554196266,0.0139196031385175,0.0110204562759664,0.0534687255827429,0.3869379839979879,0.1708697654534454,0.0500689300149369,0.0619907533341428
1013,0.0289131907334078,0.0105489116092799,0.059288548100565,0.0062110683229534,0.0387948227794106,0.0819196662707392,1.6709152305870825,0.2430988014629416,0.0896787544103612,0.0890522810414577
1014,0.0329326804630073,0.0047667666553742,0.0300564745238919,0.0469141661026618,0.0104428658096664,0.1156940827225498,0.9801061649141836,0.0476428414421852,0.0124213390239555,0.0842361314305326
1015,0.016615630469174,0.0487895984194853,0.0310964795162846,0.0057326824360023,0.0407615605781991,0.1203029850031829,0.8288128307933633,0.0079901471342975,0.1115807635203156,0.0008809425485851
1016,0.0153671070532415,0.0206884925628369,0.0128040061787177,0.0236007713747866,0.0014386391990459,0.0674110734228393,1.333109362056288,0.1542804673615648,0.0593035923373246,0.0796074434102975
1017,0.0159444799885013,0.0077975584553462,0.1018726745084943,0.0138773655128044,0.0318414652215029,0.1366720136490856,1.1692063391127665,0.1136763085996529,0.0312466473065242,0.0255318030930458
1018,0.0223857221336167,0.0613745770377109,0.0718611301008063,0.0518224530403445,0.02488291374967,0.0411392780472894,0.8151507488416968,0.0940199506888204,0.0146850787795275,0.0190707439250023
1019,0.0377810296658321,0.0047408827334852,0.14127139597935,0.0378924520844796,0.0018783504245539,0.0952558064229883,0.0278678573554414,0.1986900003301465,0.0734747156662641,0.1145538481623225
1020,0.0437863099705927,0.0407956272116438,0.0456251025061687,0.0212458608450823,0.0458600060736579,0.245013300111115,0.2770958385952733,0.0638023501992857,0.112969708280094,0.0790937905865194
1021,0.0441770643867325,0.0285480316065637,0.0850650985766393,0.0331298471601956,0.0012875250812325,0.1953871608823809,1.6437069638712418,0.2117665526461516,0.078598372552646,0.0595913912678491
1022,0.0388894691099658,0.0561721902631438,0.1152561078297995,0.0001968307596475,0.0507877288238986,0.033967871619901,0.7002637313143675,0.0490275401233685,0.115093637198889,0.0514951503025996
1023,0.0397136544204597,0.0057324088116297,0.101516026229086,0.0152903191465638,0.0403440324320316,0.1234843870408871,0.2567965084891919,0.0891987205404916,0.0019480224526054,0.027245751198782
1024,0.0190360073086771,0.068644569421023,0.1229674229180171,0.0344778133276771,0.0128071980988909,0.1478651600717079,1.8903042666660128,0.1576619526953665,0.114825649361488,0.0108314981580573
1025,0.0410375368269053,0.0082758399572553,0.1195302559939754,0.0174064609776123,0.0414159520941895,0.0888249497387425,1.5226732768217064,0.2212829241676026,0.0679999836902509,0.0291858587809162
